2021-12-12 14:12:98 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:254 INFO  HomePage :34 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (beddb57b8deaf265a717fc0937fea7f4)] -> link text: Log in]
2021-12-15 10:12:281 INFO  LoginPage :59 - verify welcome text: displayed on welcome text [[ChromeDriver: chrome on WINDOWS (beddb57b8deaf265a717fc0937fea7f4)] -> xpath: //div[@class='page-title']//h1]
2021-12-15 10:12:212 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:18 INFO  HomePage :40 - Clicking on register link : [[ChromeDriver: chrome on WINDOWS (8de3a12094296f858b720650de5a35b3)] -> xpath: //a[@class='ico-register']]
2021-12-15 10:12:49 INFO  RegisterPage :61 - Verify personal Text:  displayed on personal text page[[ChromeDriver: chrome on WINDOWS (8de3a12094296f858b720650de5a35b3)] -> xpath: //div[@class='title']//strong[text()='Your Personal Details']]
2021-12-15 10:12:186 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:37 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:465 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:510 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:648 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:764 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:176 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:864 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:978 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:334 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:323 INFO  HomePage :47 - Clicking on Computer link : [[ChromeDriver: chrome on WINDOWS (6a5d999c7bd3aad4c17a964e63ea013c)] -> link text: Computers]
2021-12-15 10:12:351 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (6a5d999c7bd3aad4c17a964e63ea013c)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 10:12:175 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:755 INFO  HomePage :47 - Clicking on Computer link : [[ChromeDriver: chrome on WINDOWS (aee06918cc79038a8385d7455cd73ccc)] -> link text: Computers]
2021-12-15 10:12:775 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (aee06918cc79038a8385d7455cd73ccc)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 10:12:855 INFO  ComputerPage :32 - Clicking on Desktop ButtonProxy element for: DefaultElementLocator 'By.xpath: //li[@class='inactive']//a[@href='/desktops']'
2021-12-15 10:12:497 INFO  DesktopPage :30 - Clicking on build your computer linkProxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Build your own computer')]'
2021-12-15 10:12:586 INFO  DesktopPage :37 - Clicking on 400GB hard disk drive[[ChromeDriver: chrome on WINDOWS (aee06918cc79038a8385d7455cd73ccc)] -> id: product_attribute_3_7]
2021-12-15 10:12:647 INFO  DesktopPage :44 - Clicking on add to card button[[ChromeDriver: chrome on WINDOWS (aee06918cc79038a8385d7455cd73ccc)] -> id: add-to-cart-button-1]
2021-12-15 10:12:452 INFO  DesktopPage :50 - Verify product add successfuly text[[ChromeDriver: chrome on WINDOWS (aee06918cc79038a8385d7455cd73ccc)] -> xpath: //p[@class='content']]
2021-12-15 10:12:529 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:309 INFO  HomePage :34 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (984b60e4fc219c0590c50f3d9ded3a2c)] -> link text: Log in]
2021-12-15 10:12:327 INFO  LoginPage :59 - verify welcome text: displayed on welcome text [[ChromeDriver: chrome on WINDOWS (984b60e4fc219c0590c50f3d9ded3a2c)] -> xpath: //div[@class='page-title']//h1]
2021-12-15 10:12:165 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:509 INFO  HomePage :34 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (4230010b2f9c26f89852e0063c7a1eb9)] -> link text: Log in]
2021-12-15 10:12:605 INFO  LoginPage :38 - Enter email : abc123@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (4230010b2f9c26f89852e0063c7a1eb9)] -> xpath: //input[@id='Email']]
2021-12-15 10:12:685 INFO  LoginPage :46 - Enter password: abc123to password field[[ChromeDriver: chrome on WINDOWS (4230010b2f9c26f89852e0063c7a1eb9)] -> id: Password]
2021-12-15 10:12:649 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:432 INFO  HomePage :34 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (1dbbea17912f7c72e7bae0f4a962fe0a)] -> link text: Log in]
2021-12-15 10:12:518 INFO  LoginPage :38 - Enter email : xyz13@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (1dbbea17912f7c72e7bae0f4a962fe0a)] -> xpath: //input[@id='Email']]
2021-12-15 10:12:599 INFO  LoginPage :46 - Enter password: abc123to password field[[ChromeDriver: chrome on WINDOWS (1dbbea17912f7c72e7bae0f4a962fe0a)] -> id: Password]
2021-12-15 10:12:857 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:852 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:881 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:729 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:480 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:332 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:162 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:175 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:411 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:219 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:211 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:529 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:251 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:508 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:912 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:521 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:374 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:257 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:646 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:347 INFO  HomePage :34 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (fb39fbebe01f5e8b3f22033b5a4e01e6)] -> link text: Log in]
2021-12-15 10:12:369 INFO  LoginPage :59 - verify welcome text: displayed on welcome text [[ChromeDriver: chrome on WINDOWS (fb39fbebe01f5e8b3f22033b5a4e01e6)] -> xpath: //div[@class='page-title']//h1]
2021-12-15 10:12:325 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:607 INFO  HomePage :34 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (07345122a931bda9eacd8eb4c45a6a05)] -> link text: Log in]
2021-12-15 10:12:701 INFO  LoginPage :38 - Enter email : abc123@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (07345122a931bda9eacd8eb4c45a6a05)] -> xpath: //input[@id='Email']]
2021-12-15 10:12:778 INFO  LoginPage :46 - Enter password: abc123to password field[[ChromeDriver: chrome on WINDOWS (07345122a931bda9eacd8eb4c45a6a05)] -> id: Password]
2021-12-15 10:12:727 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:605 INFO  HomePage :34 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (2e67f298ee9b4beb402b3803748f4f21)] -> link text: Log in]
2021-12-15 10:12:691 INFO  LoginPage :38 - Enter email : xyz13@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (2e67f298ee9b4beb402b3803748f4f21)] -> xpath: //input[@id='Email']]
2021-12-15 10:12:772 INFO  LoginPage :46 - Enter password: abc123to password field[[ChromeDriver: chrome on WINDOWS (2e67f298ee9b4beb402b3803748f4f21)] -> id: Password]
2021-12-15 10:12:154 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:557 INFO  HomePage :34 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (dc666b443a0992cb45528db5507dc3bf)] -> link text: Log in]
2021-12-15 10:12:703 INFO  LoginPage :38 - Enter email : xyz1@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (dc666b443a0992cb45528db5507dc3bf)] -> xpath: //input[@id='Email']]
2021-12-15 10:12:833 INFO  LoginPage :46 - Enter password: abc1234to password field[[ChromeDriver: chrome on WINDOWS (dc666b443a0992cb45528db5507dc3bf)] -> id: Password]
2021-12-15 10:12:338 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:947 INFO  HomePage :34 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (cb9d92826f3937489e5bedc48a868dae)] -> link text: Log in]
2021-12-15 10:12:967 INFO  LoginPage :59 - verify welcome text: displayed on welcome text [[ChromeDriver: chrome on WINDOWS (cb9d92826f3937489e5bedc48a868dae)] -> xpath: //div[@class='page-title']//h1]
2021-12-15 10:12:710 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:588 INFO  HomePage :34 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (227f6919c7b1c10efed5c71ad4fe806e)] -> link text: Log in]
2021-12-15 10:12:692 INFO  LoginPage :38 - Enter email : abc123@yahoo.com to email field [[ChromeDriver: chrome on WINDOWS (227f6919c7b1c10efed5c71ad4fe806e)] -> xpath: //input[@id='Email']]
2021-12-15 10:12:786 INFO  LoginPage :46 - Enter password: abc123to password field[[ChromeDriver: chrome on WINDOWS (227f6919c7b1c10efed5c71ad4fe806e)] -> id: Password]
2021-12-15 10:12:795 INFO  LoginPage :53 - Click on login button[[ChromeDriver: chrome on WINDOWS (227f6919c7b1c10efed5c71ad4fe806e)] -> xpath: //button[normalize-space()='Log in']]
2021-12-15 10:12:840 INFO  LoginPage :67 - Verify welcome store text: displayed on welcome store pageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='topic-block-title']//h2[text()='Welcome to our store']'
2021-12-15 10:12:74 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 10:12:890 INFO  HomePage :34 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (36a2beed4c2ecd2cbf1e1be33c1af642)] -> link text: Log in]
2021-12-15 10:12:980 INFO  LoginPage :38 - Enter email : xyz13@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (36a2beed4c2ecd2cbf1e1be33c1af642)] -> xpath: //input[@id='Email']]
2021-12-15 10:12:65 INFO  LoginPage :46 - Enter password: abc123to password field[[ChromeDriver: chrome on WINDOWS (36a2beed4c2ecd2cbf1e1be33c1af642)] -> id: Password]
2021-12-15 10:12:67 INFO  LoginPage :53 - Click on login button[[ChromeDriver: chrome on WINDOWS (36a2beed4c2ecd2cbf1e1be33c1af642)] -> xpath: //button[normalize-space()='Log in']]
2021-12-15 11:12:13 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:184 INFO  HomePage :39 - Clicking on login link
2021-12-15 11:12:350 INFO  LoginPage :50 - Getting welcome text: [[ChromeDriver: chrome on WINDOWS (c8f30f250c61dd55fa293ee20716da8c)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2021-12-15 11:12:166 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:508 INFO  HomePage :39 - Clicking on login link
2021-12-15 11:12:681 INFO  LoginPage :61 - Entering email address : Testmail@gmail.com to email field 
2021-12-15 11:12:787 INFO  LoginPage :66 - Entering password : password1234 to password field
2021-12-15 11:12:886 INFO  LoginPage :72 - Clicking on login button
2021-12-15 11:12:944 INFO  LoginPage :56 - Getting welcome text: [[ChromeDriver: chrome on WINDOWS (3051f34ccbb1dd82a293dd65d697a7b7)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-12-15 11:12:794 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:148 INFO  HomePage :39 - Clicking on login link
2021-12-15 11:12:355 INFO  LoginPage :61 - Entering email address : anand123@google.com to email field 
2021-12-15 11:12:463 INFO  LoginPage :66 - Entering password : abcd123456 to password field
2021-12-15 11:12:573 INFO  LoginPage :72 - Clicking on login button
2021-12-15 11:12:651 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:995 INFO  HomePage :39 - Clicking on login link
2021-12-15 11:12:592 INFO  LoginPage :61 - Entering email address : anand123@google.com to email field 
2021-12-15 11:12:696 INFO  LoginPage :66 - Entering password : abcd123456 to password field
2021-12-15 11:12:788 INFO  LoginPage :72 - Clicking on login button
2021-12-15 11:12:242 INFO  LoginPage :76 - Clicking on logout link 
2021-12-15 11:12:728 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:447 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:678 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:393 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:198 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:104 INFO  HomePage :44 - Clicking on register link 
2021-12-15 11:12:511 INFO  RegisterPage :61 - Verify personal Text:  displayed on personal text page[[ChromeDriver: chrome on WINDOWS (e36d70b0ac714d321a8cd96e608f247b)] -> xpath: //div[@class='title']//strong[text()='Your Personal Details']]
2021-12-15 11:12:558 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:296 INFO  HomePage :44 - Clicking on register link 
2021-12-15 11:12:733 INFO  RegisterPage :79 - Enter first Name: krishna to first name field [[ChromeDriver: chrome on WINDOWS (a7a15da3aa9f8d9035d3b45eb78e86ad)] -> xpath: //input[@id='FirstName']]
2021-12-15 11:12:855 INFO  RegisterPage :86 - Enter last name Patel to last name field[[ChromeDriver: chrome on WINDOWS (a7a15da3aa9f8d9035d3b45eb78e86ad)] -> xpath: //input[@id='LastName']]
2021-12-15 11:12:965 INFO  RegisterPage :93 - Enter date 18 to date field [[ChromeDriver: chrome on WINDOWS (a7a15da3aa9f8d9035d3b45eb78e86ad)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:19 INFO  RegisterPage :93 - Enter date May to date field [[ChromeDriver: chrome on WINDOWS (a7a15da3aa9f8d9035d3b45eb78e86ad)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:88 INFO  RegisterPage :93 - Enter date 1979 to date field [[ChromeDriver: chrome on WINDOWS (a7a15da3aa9f8d9035d3b45eb78e86ad)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:233 INFO  RegisterPage :115 - Enter email testO7D@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (a7a15da3aa9f8d9035d3b45eb78e86ad)] -> id: Email]
2021-12-15 11:12:325 INFO  RegisterPage :127 - Enter company name Prime to company's name field [[ChromeDriver: chrome on WINDOWS (a7a15da3aa9f8d9035d3b45eb78e86ad)] -> xpath: //input[@name='Company']]
2021-12-15 11:12:426 INFO  RegisterPage :134 -  Enter password abc123 to password field [[ChromeDriver: chrome on WINDOWS (a7a15da3aa9f8d9035d3b45eb78e86ad)] -> xpath: //input[@name='Password']]
2021-12-15 11:12:525 INFO  RegisterPage :141 -  Enter confirm passwordabc123 to confirm password field [[ChromeDriver: chrome on WINDOWS (a7a15da3aa9f8d9035d3b45eb78e86ad)] -> xpath: //input[@name='ConfirmPassword']]
2021-12-15 11:12:320 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:251 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:463 INFO  HomePage :44 - Clicking on register link 
2021-12-15 11:12:165 INFO  RegisterPage :61 - Verify personal Text:  displayed on personal text page[[ChromeDriver: chrome on WINDOWS (fdc0dde666cfb228f96badf2e71f248c)] -> xpath: //div[@class='title']//strong[text()='Your Personal Details']]
2021-12-15 11:12:536 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:125 INFO  HomePage :44 - Clicking on register link 
2021-12-15 11:12:524 INFO  RegisterPage :79 - Enter first Name: krishna to first name field [[ChromeDriver: chrome on WINDOWS (6f033d5ea80b9abcfe619e410cc2d6ec)] -> xpath: //input[@id='FirstName']]
2021-12-15 11:12:632 INFO  RegisterPage :86 - Enter last name Patel to last name field[[ChromeDriver: chrome on WINDOWS (6f033d5ea80b9abcfe619e410cc2d6ec)] -> xpath: //input[@id='LastName']]
2021-12-15 11:12:736 INFO  RegisterPage :93 - Enter date 18 to date field [[ChromeDriver: chrome on WINDOWS (6f033d5ea80b9abcfe619e410cc2d6ec)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:797 INFO  RegisterPage :93 - Enter date May to date field [[ChromeDriver: chrome on WINDOWS (6f033d5ea80b9abcfe619e410cc2d6ec)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:845 INFO  RegisterPage :93 - Enter date 1979 to date field [[ChromeDriver: chrome on WINDOWS (6f033d5ea80b9abcfe619e410cc2d6ec)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:959 INFO  RegisterPage :115 - Enter email testpRr@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (6f033d5ea80b9abcfe619e410cc2d6ec)] -> id: Email]
2021-12-15 11:12:47 INFO  RegisterPage :127 - Enter company name Prime to company's name field [[ChromeDriver: chrome on WINDOWS (6f033d5ea80b9abcfe619e410cc2d6ec)] -> xpath: //input[@name='Company']]
2021-12-15 11:12:164 INFO  RegisterPage :134 -  Enter password abcd123 to password field [[ChromeDriver: chrome on WINDOWS (6f033d5ea80b9abcfe619e410cc2d6ec)] -> xpath: //input[@name='Password']]
2021-12-15 11:12:269 INFO  RegisterPage :141 -  Enter confirm passwordabcd123 to confirm password field [[ChromeDriver: chrome on WINDOWS (6f033d5ea80b9abcfe619e410cc2d6ec)] -> xpath: //input[@name='ConfirmPassword']]
2021-12-15 11:12:525 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:450 INFO  HomePage :44 - Clicking on register link 
2021-12-15 11:12:979 INFO  RegisterPage :61 - Verify personal Text:  displayed on personal text page[[ChromeDriver: chrome on WINDOWS (3bcc524f20f20ccc659485d1f61b1873)] -> xpath: //div[@class='title']//strong[text()='Your Personal Details']]
2021-12-15 11:12:131 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:686 INFO  HomePage :44 - Clicking on register link 
2021-12-15 11:12:79 INFO  RegisterPage :79 - Enter first Name: krishna to first name field [[ChromeDriver: chrome on WINDOWS (30dd30b7efbf89d0f79ab8d32e9bfcd6)] -> xpath: //input[@id='FirstName']]
2021-12-15 11:12:212 INFO  RegisterPage :86 - Enter last name Patel to last name field[[ChromeDriver: chrome on WINDOWS (30dd30b7efbf89d0f79ab8d32e9bfcd6)] -> xpath: //input[@id='LastName']]
2021-12-15 11:12:313 INFO  RegisterPage :93 - Enter date 18 to date field [[ChromeDriver: chrome on WINDOWS (30dd30b7efbf89d0f79ab8d32e9bfcd6)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:367 INFO  RegisterPage :93 - Enter date May to date field [[ChromeDriver: chrome on WINDOWS (30dd30b7efbf89d0f79ab8d32e9bfcd6)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:419 INFO  RegisterPage :93 - Enter date 1979 to date field [[ChromeDriver: chrome on WINDOWS (30dd30b7efbf89d0f79ab8d32e9bfcd6)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:526 INFO  RegisterPage :115 - Enter email testV6g@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (30dd30b7efbf89d0f79ab8d32e9bfcd6)] -> id: Email]
2021-12-15 11:12:623 INFO  RegisterPage :127 - Enter company name Prime to company's name field [[ChromeDriver: chrome on WINDOWS (30dd30b7efbf89d0f79ab8d32e9bfcd6)] -> xpath: //input[@name='Company']]
2021-12-15 11:12:731 INFO  RegisterPage :134 -  Enter password abcd123 to password field [[ChromeDriver: chrome on WINDOWS (30dd30b7efbf89d0f79ab8d32e9bfcd6)] -> xpath: //input[@name='Password']]
2021-12-15 11:12:829 INFO  RegisterPage :141 -  Enter confirm passwordabcd123 to confirm password field [[ChromeDriver: chrome on WINDOWS (30dd30b7efbf89d0f79ab8d32e9bfcd6)] -> xpath: //input[@name='ConfirmPassword']]
2021-12-15 11:12:763 INFO  RegisterPage :148 -  Click on register button Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='register-button']'
2021-12-15 11:12:791 INFO  RegisterPage :154 - Verify register Text:  displayed on register page [[ChromeDriver: chrome on WINDOWS (30dd30b7efbf89d0f79ab8d32e9bfcd6)] -> xpath: //div[@class='page-body']//div[text()='Your registration completed']]
2021-12-15 11:12:897 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:205 INFO  HomePage :44 - Clicking on register link 
2021-12-15 11:12:570 INFO  RegisterPage :86 - Enter last name A to last name field[[ChromeDriver: chrome on WINDOWS (597812518e3987372c52dcf3c2ef6817)] -> xpath: //input[@id='LastName']]
2021-12-15 11:12:669 INFO  RegisterPage :93 - Enter date 1 to date field [[ChromeDriver: chrome on WINDOWS (597812518e3987372c52dcf3c2ef6817)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:725 INFO  RegisterPage :93 - Enter date February to date field [[ChromeDriver: chrome on WINDOWS (597812518e3987372c52dcf3c2ef6817)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:783 INFO  RegisterPage :93 - Enter date 2008 to date field [[ChromeDriver: chrome on WINDOWS (597812518e3987372c52dcf3c2ef6817)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:895 INFO  RegisterPage :120 - Enter email abc@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (597812518e3987372c52dcf3c2ef6817)] -> id: Email]
